id	molecularFormula	adduct	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications
47_pos_ms2_spectra_FT00317	CH5N3	[M + H]+	Alkaloids	0.8286720514297485	Ornithine alkaloids	0.6738559007644653	Polyamines	0.6001841425895691	Biguanides	0.6226693987846375	Biguanides	0.6226693987846375	Guanidines	0.9993357062339783	Organonitrogen compounds	0.9998880624771118	Organic nitrogen compounds	1.0	Organic compounds; Imines; Organonitrogen compounds; Guanidines; Biguanides; Carboximidamides; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities
947_pos_ms2_spectra_FT07635	C16H25NO3S	[M + H]+	Terpenoids	0.725082516670227	Monoterpenoids	0.4373305141925812	Phenylalanine-derived alkaloids	0.48451757431030273	Benzene and substituted derivatives	0.820099949836731					Benzene and substituted derivatives	0.820099949836731	Benzenoids	0.6839560270309448	Organic compounds; Organosulfur compounds; Alcohols and polyols; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monocarboxylic acids and derivatives; Thioethers; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Secondary amines; Sulfenyl compounds; Dialkylthioethers; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
173_pos_ms2_spectra_FT01424	C7H12ClN	[M + H]+	Alkaloids	0.5404130220413208	Pseudoalkaloids	0.4785831868648529	Piperidine alkaloids	0.33952078223228455	Trialkylamines	0.5688051581382751	Tertiary amines	0.6201510429382324	Amines	0.8575648665428162	Organonitrogen compounds	0.9983407258987427	Organic nitrogen compounds	0.9998352527618408	Organic compounds; Organohalogen compounds; Organonitrogen compounds; Alkyl chlorides; Organochlorides; Trialkylamines; Amines; Tertiary amines; Alkyl halides; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities
88_pos_ms2_spectra_FT00572	C4H5NO	[M + H]+	Alkaloids	0.9027531743049622	Nicotinic acid alkaloids	0.32928821444511414	Pyridine alkaloids	0.34100624918937683	Isoxazoles	0.5627247095108032			Isoxazoles	0.5627247095108032	Azoles	0.817825436592102	Organoheterocyclic compounds	0.9879410266876221	Organic compounds; Organoheterocyclic compounds; Isoxazoles; Organonitrogen compounds; Organooxygen compounds; Azoles; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
818_pos_ms2_spectra_FT06505	C11H16N2O3S2	[M + H]+	Alkaloids	0.7836835384368896	Lysine alkaloids	0.12159176170825958	Imidazole alkaloids	0.07385700941085815	Azacyclic compounds	0.8704348802566528					Azacyclic compounds	0.8704348802566528	Organoheterocyclic compounds	0.958465039730072	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organonitrogen compounds; Organooxygen compounds; Amines; Secondary amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
518_pos_ms2_spectra_FT04114	C12H30N3	[M + Na]+	Alkaloids	0.9552086591720581	Ornithine alkaloids	0.6108767986297607	Polyamines	0.5633552670478821	Primary amines	0.5351542234420776	Primary amines	0.5351542234420776	Amines	0.7190172076225281	Organonitrogen compounds	0.9999874830245972	Organic nitrogen compounds	0.9999995231628418	Organic compounds; Organonitrogen compounds; Amines; Primary amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities
603_pos_ms2_spectra_FT04903	C11H13N3O3	[M + Na]+	Alkaloids	0.7360415458679199	Small peptides	0.22493627667427063	Dipeptides	0.20144648849964142	Benzenoids	0.6401330232620239							Benzenoids	0.6401330232620239	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxamidines; Carboxylic acid derivatives; Carbonyl compounds; Benzenoids; Amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
132_pos_ms2_spectra_FT01083	C4H7N3O2	[M + H]+	Alkaloids	0.5018695592880249	Small peptides	0.3457973599433899	Aminoacids	0.392277330160141	Alpha amino acids and derivatives	0.761176347732544	Amino acids and derivatives	0.703964114189148	Amino acids, peptides, and analogues	0.7130519151687622	Carboxylic acids and derivatives	0.7033690214157104	Organic acids and derivatives	0.8893738389015198	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carbonyl compounds; Amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
474_pos_ms2_spectra_FT03749	C9H15N3O2S	[M + H]+	Alkaloids	0.5939897298812866	Monoterpenoids	0.5882418751716614	Piperidine alkaloids	0.2806122601032257	Aminosulfonyl compounds	0.5128144025802612			Aminosulfonyl compounds	0.5128144025802612	Sulfonyls	0.22504547238349915	Organosulfur compounds	0.8775424957275391	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organonitrogen compounds; Organic nitro compounds; Organic oxoazanium compounds; Dialkylamines; Amines; Secondary amines; Aminosulfonyl compounds; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
302_pos_ms2_spectra_FT02461	C4H12N8O	[M + H]+	Alkaloids	0.9154313206672668	Ornithine alkaloids	0.7340476512908936	Polyamines	0.6757567524909973	Guanidines	0.9954237341880798			Guanidines	0.9954237341880798	Organonitrogen compounds	0.9999696016311646	Organic nitrogen compounds	1.0	Organic compounds; Imines; Organonitrogen compounds; Organooxygen compounds; Guanidines; Carbonyl compounds; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
261_pos_ms2_spectra_FT02072	C9H18OS	[M + H]+	Fatty acids	0.9702546000480652	Fatty acyls	0.9677358269691467	Fatty alcohols	0.6901766061782837	Dialkylthioethers	0.9371657371520996			Dialkylthioethers	0.9371657371520996	Thioethers	0.83085697889328	Organosulfur compounds	0.9997506737709045	Organic compounds; Organosulfur compounds; Alcohols and polyols; Organooxygen compounds; Thioethers; Sulfenyl compounds; Dialkylthioethers; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
217_pos_ms2_spectra_FT01713	C7H14N2O2	[M + H]+	Amino acids and Peptides	0.7084729671478271	Small peptides	0.5394532084465027	Aminoacids	0.5459217429161072	Carbonyl compounds	0.776314914226532			Carbonyl compounds	0.776314914226532	Organooxygen compounds	0.9931377172470093	Organic oxygen compounds	0.9999966621398926	Organic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
346_pos_ms2_spectra_FT02849	C8H20N5O	[M + H]+	Alkaloids	0.5700523257255554	Small peptides	0.3350979685783386	Polyamines	0.3759891390800476	1,3,5-triazines	0.6385100483894348			1,3,5-triazines	0.6385100483894348	Triazines	0.5555459856987	Organoheterocyclic compounds	0.15116818249225616	Organic compounds; Triazines; Imines; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Orthocarboxylic acid derivatives; Amines; Primary amines; Ortho amides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; 1,3,5-triazines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
174_pos_ms2_spectra_FT01428	C5H5F2N3	[M + H]+	Alkaloids	0.8954961895942688	Peptide alkaloids	0.34369176626205444	Aminoacids	0.2635077238082886	Heteroaromatic compounds	0.6749349236488342					Heteroaromatic compounds	0.6749349236488342	Organoheterocyclic compounds	0.682440996170044	Organic compounds; Organoheterocyclic compounds; Organohalogen compounds; Organonitrogen compounds; Amines; Primary amines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities
303_pos_ms2_spectra_FT02473	C5H16N8	[M + H]+	Alkaloids	0.911244809627533	Ornithine alkaloids	0.8376601934432983	Polyamines	0.8415772318840027	Organonitrogen compounds	0.999981164932251					Organonitrogen compounds	0.999981164932251	Organic nitrogen compounds	1.0	Organic compounds; Organonitrogen compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities
89_pos_ms2_spectra_FT00596	C5H11N	[M + H]+	Fatty acids	0.569938600063324	Fatty acyls	0.5137398838996887	Hydrocarbons	0.21356818079948425	Amines	0.8425514101982117			Amines	0.8425514101982117	Organonitrogen compounds	0.9999535083770752	Organic nitrogen compounds	0.9999866485595703	Organic compounds; Organonitrogen compounds; Amines; Organic cations; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities
733_pos_ms2_spectra_FT05783	C10H18N4O5	[M + H]+	Alkaloids	0.8559863567352295	Small peptides	0.3932236135005951	Aminoacids	0.5142827033996582	Alpha amino acids and derivatives	0.8522208333015442	Amino acids and derivatives	0.8864177465438843	Amino acids, peptides, and analogues	0.8763338923454285	Carboxylic acids and derivatives	0.9807320237159729	Organic acids and derivatives	0.989871084690094	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Imidazolines; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Guanidines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carboxylic acid esters; Carbonyl compounds; Amines; Azolines; Carboximidamides; Methyl esters; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
218_pos_ms2_spectra_FT01723	C5H12N5O	[M + H]+	Alkaloids	0.9821167588233948	Pseudoalkaloids	0.9075029492378235	pteridine alkaloids	0.1406950205564499	Alkyl aryl ethers	0.7956500053405762	Alkyl aryl ethers	0.7956500053405762	Ethers	0.8030120730400085	Organooxygen compounds	0.9998216032981873	Organic oxygen compounds	0.9999977350234985	Organic compounds; Organoheterocyclic compounds; Triazines; Alkyl aryl ethers; Ethers; Organonitrogen compounds; Organooxygen compounds; Amines; Primary amines; 1,3,5-triazines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
560_pos_ms2_spectra_FT04480	C4H19N9O2	[M + Na]+	Alkaloids	0.7819774150848389	Ornithine alkaloids	0.9950273633003235	Polyamines	0.979802668094635	Guanidines	0.9448310732841492			Guanidines	0.9448310732841492	Organonitrogen compounds	0.9997718930244446	Organic nitrogen compounds	0.9999998807907104	Organic compounds; Organonitrogen compounds; Guanidines; Monoalkylamines; Amines; Primary amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
819_pos_ms2_spectra_FT06511	C17H21FN2O	[M + H]+	Alkaloids	0.9953796863555908	Lysine alkaloids	0.4198474884033203	Quinolizidine alkaloids	0.4289059638977051	Fluorobenzenes	0.9082074165344238	Fluorobenzenes	0.9082074165344238	Halobenzenes	0.847105085849762	Benzene and substituted derivatives	0.8971418142318726	Benzenoids	0.9893550872802734	Organic compounds; Organoheterocyclic compounds; Halobenzenes; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Aryl fluorides; Fluorobenzenes; Organofluorides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Tertiary amines; Aryl halides; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
904_pos_ms2_spectra_FT07227	C9H17ClN4O4	[M + Na]+	Alkaloids	0.541779637336731	Small peptides	0.35533103346824646	Tripeptides	0.398147851228714	Alpha amino acids and derivatives	0.8803505897521973	Amino acids and derivatives	0.814939022064209	Amino acids, peptides, and analogues	0.8157686591148376	Carboxylic acids and derivatives	0.8743661046028137	Organic acids and derivatives	0.959900975227356	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Organic carbonic acids and derivatives; Carboxylic acid amides; Alkyl chlorides; Carboxylic acid derivatives; Organochlorides; Secondary carboxylic acid amides; Carbonyl compounds; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
133_pos_ms2_spectra_FT01092	C4H7N3O2	[M + H]+	Amino acids and Peptides	0.6056140065193176	Small peptides	0.6320252418518066	Aminoacids	0.6396775245666504	Alpha amino acids and derivatives	0.8107390403747559	Amino acids and derivatives	0.8145541548728943	Amino acids, peptides, and analogues	0.8153330087661743	Carboxylic acids and derivatives	0.8518241047859192	Organic acids and derivatives	0.9202579855918884	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carbonyl compounds; Amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
49_pos_ms2_spectra_FT00327	C3H9N	[M + H]+	Amino acids and Peptides	0.6500067114830017	Small peptides	0.515664279460907	Aminoacids	0.22143955528736115	Monoalkylamines	0.5753113031387329	Primary amines	0.7085285782814026	Amines	0.9839120507240295	Organonitrogen compounds	0.9992436170578003	Organic nitrogen compounds	0.9999462366104126	Organic compounds; Organonitrogen compounds; Monoalkylamines; Amines; Primary amines; Organic cations; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities
389_pos_ms2_spectra_FT03244	C6H14N2O5	[M + Na]+	Amino acids and Peptides	0.9448928236961365	Small peptides	0.9371156692504883	Aminoacids	0.8011038303375244	Alpha amino acids	0.8223826289176941	Amino acids and derivatives	0.688334584236145	Amino acids, peptides, and analogues	0.6917696595191956	Carboxylic acids and derivatives	0.8712858557701111	Organic acids and derivatives	0.9742513298988342	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Alkanolamines; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
90_pos_ms2_spectra_FT00597	C5H11N	[M + H]+	Alkaloids	0.4364025294780731	Fatty acyls	0.26243603229522705	Piperidine alkaloids	0.3334241807460785	Dialkylamines	0.7859055399894714	Secondary amines	0.8362936973571777	Amines	0.9865864515304565	Organonitrogen compounds	0.9999918937683105	Organic nitrogen compounds	0.999998927116394	Organic compounds; Organonitrogen compounds; Dialkylamines; Amines; Secondary amines; Organic cations; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities
990_pos_ms2_spectra_FT07947	C12H22N4O6	[M + H]+	Alkaloids	0.5726209878921509	Peptide alkaloids	0.3043707609176636	Mycosporine and Mycosporine-like amino acids	0.07564640045166016	Azacyclic compounds	0.5546849370002747					Azacyclic compounds	0.5546849370002747	Organoheterocyclic compounds	0.5458876490592957	Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
175_pos_ms2_spectra_FT01431	C7H9NO	[M + Na]+	Alkaloids	0.7289287447929382	Nicotinic acid alkaloids	0.24897928535938263	Pyridine alkaloids	0.2239627242088318	Heteroaromatic compounds	0.8155527710914612					Heteroaromatic compounds	0.8155527710914612	Organoheterocyclic compounds	0.7599334120750427	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Organooxygen compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
776_pos_ms2_spectra_FT06185	C11H16O7	[M + Na]+	Shikimates and Phenylpropanoids	0.4246331751346588	Cyclic polyketides	0.5975092053413391	Simple phenolic acids	0.553797721862793	Phenolic glycosides	0.6641384363174438	Glycosyl compounds	0.9732956290245056	Carbohydrates and carbohydrate conjugates	0.9993482232093811	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Primary alcohols; Benzoyl derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; Chemical entities
862_pos_ms2_spectra_FT06891	C13H26N2O4	[M + Na]+	Alkaloids	0.9287627339363098	Ornithine alkaloids	0.29782798886299133	Piperidine alkaloids	0.25941193103790283	Amino acids and derivatives	0.5632182359695435	Amino acids and derivatives	0.5632182359695435	Amino acids, peptides, and analogues	0.5441914796829224	Carboxylic acids and derivatives	0.9567996859550476	Organic acids and derivatives	0.995165228843689	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
347_pos_ms2_spectra_FT02852	C8H20N5O	[M + H]+	Alkaloids	0.8131114840507507	Pseudoalkaloids	0.31122449040412903	Polyamines	0.5374513864517212	Aminotriazines	0.5449433922767639			Aminotriazines	0.5449433922767639	Triazines	0.8465963006019592	Organoheterocyclic compounds	0.2257499247789383	Organic compounds; Triazines; Imines; Organic acids and derivatives; Organonitrogen compounds; Orthocarboxylic acid derivatives; Aminotriazines; Amines; Ortho amides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; 1,3,5-triazines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
433_pos_ms2_spectra_FT03540	C8H17N3O2	[M + K]+	Alkaloids	0.8053340911865234	Small peptides	0.3129187822341919	Dipeptides	0.10942976176738739	Alpha amino acids and derivatives	0.5030866861343384	Amino acids and derivatives	0.5694904327392578	Amino acids, peptides, and analogues	0.5599828958511353	Carboxylic acids and derivatives	0.7238898277282715	Organic acids and derivatives	0.584544837474823	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Carboximidamides; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
219_pos_ms2_spectra_FT01732	C4H12N2O3	[M + Na]+	Amino acids and Peptides	0.7070966958999634	Small peptides	0.363883376121521	Aminoacids	0.6409565210342407	Alkanolamines	0.6454257965087891	Alkanolamines	0.6454257965087891	Amines	0.9559893012046814	Organonitrogen compounds	0.9999257326126099	Organic nitrogen compounds	0.9999998807907104	Organic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monoalkylamines; Carbonyl compounds; Amines; Primary amines; Alkanolamines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
475_pos_ms2_spectra_FT03752	C10H13N3O2	[M + Na]+	Alkaloids	0.6885966658592224	Nicotinic acid alkaloids	0.5406567454338074	Pyridine alkaloids	0.520111620426178	Azacyclic compounds	0.8317800760269165					Azacyclic compounds	0.8317800760269165	Organoheterocyclic compounds	0.926409125328064	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
